epc,FirstSeenTime,LastSeenTime,Channel,PeakRSSI,PhaseAngle,DopplerFreq
FFFF FFFF FFFF FFFF FFFF FFFF,1487237126748556,0,920.625,-57.5,0.595184545699629,-3.25
FFFF FFFF FFFF FFFF FFFF FFFF,1487237126757026,0,920.625,-57,0.582912699396544,-16.25
FFFF FFFF FFFF FFFF FFFF FFFF,1487237126766670,0,920.625,-57.5,0.613592315154257,-4.875
FFFF FFFF FFFF FFFF FFFF FFFF,1487237126781620,0,920.625,-57,0.699495239275852,-23.5625
FFFF FFFF FFFF FFFF FFFF FFFF,1487237126793510,0,920.625,-57.5,0.539961237335746,13
FFFF FFFF FFFF FFFF FFFF FFFF,1487237126802917,0,920.625,-57,0.607456392002714,-19.5
FFFF FFFF FFFF FFFF FFFF FFFF,1487237126813000,0,920.625,-57.5,0.601320468851171,-7.3125
FFFF FFFF FFFF FFFF FFFF FFFF,1487237126826200,0,920.625,-57.5,0.66881562351814,-17.875
FFFF FFFF FFFF FFFF FFFF FFFF,1487237126836758,0,920.625,-57,0.576776776245001,0
FFFF FFFF FFFF FFFF FFFF FFFF,1487237126846385,0,920.625,-57,0.582912699396544,4.875
FFFF FFFF FFFF FFFF FFFF FFFF,1487237126860971,0,920.625,-57,0.564504929941916,5.6875
FFFF FFFF FFFF FFFF FFFF FFFF,1487237126871048,0,920.625,-57.5,0.527689391032661,14.625
FFFF FFFF FFFF FFFF FFFF FFFF,1487237126884060,0,920.625,-57,0.595184545699629,-10.5625
FFFF FFFF FFFF FFFF FFFF FFFF,1487237126893141,0,920.625,-57.5,0.766990393942821,-39.875
FFFF FFFF FFFF FFFF FFFF FFFF,1487237126905809,0,920.625,-57,0.619728238305799,-16.25
FFFF FFFF FFFF FFFF FFFF FFFF,1487237126914869,0,920.625,-57,0.539961237335746,7.3125
FFFF FFFF FFFF FFFF FFFF FFFF,1487237126926411,0,920.625,-57.5,0.595184545699629,-8.9375
FFFF FFFF FFFF FFFF FFFF FFFF,1487237126941341,0,920.625,-57.5,0.564504929941916,3.25
FFFF FFFF FFFF FFFF FFFF FFFF,1487237126952123,0,920.625,-57.5,0.632000084608884,-25.1875
FFFF FFFF FFFF FFFF FFFF FFFF,1487237126959899,0,920.625,-57.5,0.607456392002714,-21.9375
FFFF FFFF FFFF FFFF FFFF FFFF,1487237126974634,0,920.625,-57.5,0.656543777215054,-16.25
FFFF FFFF FFFF FFFF FFFF FFFF,1487237126986612,0,920.625,-57,0.601320468851171,-13
FFFF FFFF FFFF FFFF FFFF FFFF,1487237126997013,0,920.625,-57,0.601320468851171,-10.5625
FFFF FFFF FFFF FFFF FFFF FFFF,1487237127007977,0,920.625,-57,0.552233083638831,-7.3125
FFFF FFFF FFFF FFFF FFFF FFFF,1487237127017442,0,920.625,-57,0.607456392002714,0
FFFF FFFF FFFF FFFF FFFF FFFF,1487237127030428,0,920.625,-57.5,0.656543777215054,-26.8125
FFFF FFFF FFFF FFFF FFFF FFFF,1487237127038330,0,920.625,-57,0.601320468851171,-3.25
FFFF FFFF FFFF FFFF FFFF FFFF,1487237127053655,0,920.625,-56.5,0.576776776245001,1.625
FFFF FFFF FFFF FFFF FFFF FFFF,1487237127065273,0,920.625,-57.5,0.546097160487288,7.3125
FFFF FFFF FFFF FFFF FFFF FFFF,1487237127076660,0,920.625,-57.5,0.570640853093458,5.6875
FFFF FFFF FFFF FFFF FFFF FFFF,1487237127088734,0,920.625,-57,0.613592315154257,-3.25
FFFF FFFF FFFF FFFF FFFF FFFF,1487237127098374,0,920.625,-57,0.539961237335746,13
FFFF FFFF FFFF FFFF FFFF FFFF,1487237127108593,0,920.625,-57.5,0.662679700366597,-21.125
FFFF FFFF FFFF FFFF FFFF FFFF,1487237127122417,0,920.625,-57,0.595184545699629,-4.875
FFFF FFFF FFFF FFFF FFFF FFFF,1487237127130311,0,920.625,-57.5,0.601320468851171,-10.5625
FFFF FFFF FFFF FFFF FFFF FFFF,1487237127141577,0,920.625,-57,0.613592315154257,-13
FFFF FFFF FFFF FFFF FFFF FFFF,1487237127151812,0,920.625,-57.5,0.521553467881118,19.5
FFFF FFFF FFFF FFFF FFFF FFFF,1487237127167233,0,920.625,-57.5,0.644271930911969,-21.125
FFFF FFFF FFFF FFFF FFFF FFFF,1487237127178799,0,920.625,-57,0.564504929941916,-16.25
FFFF FFFF FFFF FFFF FFFF FFFF,1487237127186648,0,920.625,-57.5,0.515417544729575,12.1875
FFFF FFFF FFFF FFFF FFFF FFFF,1487237127197596,0,920.625,-57,0.539961237335746,13
FFFF FFFF FFFF FFFF FFFF FFFF,1487237127210755,0,920.625,-57.5,0.613592315154257,-14.625
FFFF FFFF FFFF FFFF FFFF FFFF,1487237127222931,0,920.625,-57.5,0.656543777215054,-30.0625
FFFF FFFF FFFF FFFF FFFF FFFF,1487237127233365,0,920.625,-57,0.582912699396544,-4.875
FFFF FFFF FFFF FFFF FFFF FFFF,1487237127243590,0,920.625,-56.5,0.619728238305799,-21.9375
FFFF FFFF FFFF FFFF FFFF FFFF,1487237127254117,0,920.625,-57.5,0.546097160487288,12.1875
FFFF FFFF FFFF FFFF FFFF FFFF,1487237127266164,0,920.625,-57,0.601320468851171,-16.25
FFFF FFFF FFFF FFFF FFFF FFFF,1487237127275478,0,920.625,-57,0.42951462060798,13
FFFF FFFF FFFF FFFF FFFF FFFF,1487237127291282,0,920.625,-57,0.423378697456437,23.5625
FFFF FFFF FFFF FFFF FFFF FFFF,1487237127301089,0,920.625,-57.5,0.662679700366597,-39
FFFF FFFF FFFF FFFF FFFF FFFF,1487237127310844,0,920.625,-57.5,0.644271930911969,-28.4375
FFFF FFFF FFFF FFFF FFFF FFFF,1487237127322270,0,920.625,-57,0.539961237335746,-3.25
FFFF FFFF FFFF FFFF FFFF FFFF,1487237127332012,0,920.625,-57.5,0.625864161457342,-26.8125
FFFF FFFF FFFF FFFF FFFF FFFF,1487237127344274,0,920.625,-57,0.674951546669682,-39
FFFF FFFF FFFF FFFF FFFF FFFF,1487237127355442,0,920.625,-57.5,0.619728238305799,-30.0625
FFFF FFFF FFFF FFFF FFFF FFFF,1487237127366850,0,920.625,-57,0.552233083638831,-16.25
FFFF FFFF FFFF FFFF FFFF FFFF,1487237127380322,0,920.625,-57.5,0.515417544729575,3.25
FFFF FFFF FFFF FFFF FFFF FFFF,1487237127390451,0,920.625,-57.5,0.447922390062607,16.25
FFFF FFFF FFFF FFFF FFFF FFFF,1487237127403879,0,920.625,-56.5,0.607456392002714,-35.75
FFFF FFFF FFFF FFFF FFFF FFFF,1487237127413243,0,920.625,-56.5,0.423378697456437,-3.25
FFFF FFFF FFFF FFFF FFFF FFFF,1487237127425714,0,920.625,-57,0.466330159517235,-17.875
FFFF FFFF FFFF FFFF FFFF FFFF,1487237127436571,0,920.625,-57,0.447922390062607,-14.625
FFFF FFFF FFFF FFFF FFFF FFFF,1487237127449460,0,920.625,-56.5,0.435650543759522,-12.1875
FFFF FFFF FFFF FFFF FFFF FFFF,1487237127457849,0,920.625,-57,0.447922390062607,-23.5625
FFFF FFFF FFFF FFFF FFFF FFFF,1487237127470238,0,920.625,-56.5,0.441786466911065,-21.9375
FFFF FFFF FFFF FFFF FFFF FFFF,1487237127483620,0,920.625,-56.5,0.386563158547182,1.625
FFFF FFFF FFFF FFFF FFFF FFFF,1487237127493351,0,920.625,-57.5,0.368155389092554,-4.875
FFFF FFFF FFFF FFFF FFFF FFFF,1487237127504543,0,920.625,-56.5,0.509281621578033,-17.875
FFFF FFFF FFFF FFFF FFFF FFFF,1487237127517269,0,920.625,-56.5,0.417242774304894,12.1875
FFFF FFFF FFFF FFFF FFFF FFFF,1487237127527100,0,920.625,-57,0.497009775274948,-14.625
FFFF FFFF FFFF FFFF FFFF FFFF,1487237127536834,0,920.625,-57,0.521553467881118,-7.3125
FFFF FFFF FFFF FFFF FFFF FFFF,1487237127549535,0,920.625,-57,0.625864161457342,-17.875
FFFF FFFF FFFF FFFF FFFF FFFF,1487237127562434,0,920.625,-57.5,0.705631162427395,-26.8125
FFFF FFFF FFFF FFFF FFFF FFFF,1487237127571465,0,920.625,-57,0.69335931612431,-3.25
FFFF FFFF FFFF FFFF FFFF FFFF,1487237127579776,0,920.625,-58,0.791534086548991,-23.5625
FFFF FFFF FFFF FFFF FFFF FFFF,1487237127593924,0,920.625,-59,0.699495239275852,-28.4375
FFFF FFFF FFFF FFFF FFFF FFFF,1487237127606769,0,920.625,-61,0.386563158547182,-21.9375
FFFF FFFF FFFF FFFF FFFF FFFF,1487237127730749,0,920.625,-66.5,5.83526291711698,100.0625
FFFF FFFF FFFF FFFF FFFF FFFF,1487237127739251,0,920.625,-62.5,0.435650543759522,-34.125
FFFF FFFF FFFF FFFF FFFF FFFF,1487237127752160,0,920.625,-59,0.975611781095268,-48
FFFF FFFF FFFF FFFF FFFF FFFF,1487237127762824,0,920.625,-59.5,0.969475857943725,-46.375
FFFF FFFF FFFF FFFF FFFF FFFF,1487237127775566,0,920.625,-59,0.791534086548991,16.25
FFFF FFFF FFFF FFFF FFFF FFFF,1487237127784972,0,920.625,-58.5,0.951068088489098,-16.25
FFFF FFFF FFFF FFFF FFFF FFFF,1487237127796984,0,920.625,-58.5,0.975611781095268,-7.3125
FFFF FFFF FFFF FFFF FFFF FFFF,1487237127807359,0,920.625,-59,0.93266031903447,-8.9375
FFFF FFFF FFFF FFFF FFFF FFFF,1487237127818435,0,920.625,-59,0.938796242186012,-10.5625
FFFF FFFF FFFF FFFF FFFF FFFF,1487237127831195,0,920.625,-59.5,0.883572933822129,-12.1875
FFFF FFFF FFFF FFFF FFFF FFFF,1487237127841100,0,920.625,-62,0.754718547639735,-25.1875
FFFF FFFF FFFF FFFF FFFF FFFF,1487237127928542,0,920.625,-64.5,0.69335931612431,-46.375
FFFF FFFF FFFF FFFF FFFF FFFF,1487237127937000,0,920.625,-62,0.95720401164064,-23.5625
FFFF FFFF FFFF FFFF FFFF FFFF,1487237127949326,0,920.625,-60.5,1.09219432097458,0
FFFF FFFF FFFF FFFF FFFF FFFF,1487237127957139,0,920.625,-59,1.12900985988383,1.625
FFFF FFFF FFFF FFFF FFFF FFFF,1487237127969900,0,920.625,-58,1.20877686085389,-26.8125
FFFF FFFF FFFF FFFF FFFF FFFF,1487237127983161,0,920.625,-57,1.21491278400543,-21.125
FFFF FFFF FFFF FFFF FFFF FFFF,1487237127994977,0,920.625,-58,1.12287393673229,-4.875
FFFF FFFF FFFF FFFF FFFF FFFF,1487237128005674,0,920.625,-57,1.11673801358075,0
FFFF FFFF FFFF FFFF FFFF FFFF,1487237128014605,0,920.625,-57,1.1106020904292,-7.3125
FFFF FFFF FFFF FFFF FFFF FFFF,1487237128026353,0,920.625,-57,1.03697101261069,-5.6875
FFFF FFFF FFFF FFFF FFFF FFFF,1487237128040417,0,920.625,-57,1.07378655151995,-13
FFFF FFFF FFFF FFFF FFFF FFFF,1487237128047371,0,920.625,-57.5,1.00629139685298,5.6875
FFFF FFFF FFFF FFFF FFFF FFFF,1487237128062833,0,920.625,-57,1.13514578303537,-25.1875
FFFF FFFF FFFF FFFF FFFF FFFF,1487237128073378,0,920.625,-57,1.12900985988383,-8.9375
FFFF FFFF FFFF FFFF FFFF FFFF,1487237128082461,0,920.625,-57.5,1.16582539879309,-30.875
FFFF FFFF FFFF FFFF FFFF FFFF,1487237128094331,0,920.625,-57.5,1.17196132194463,-19.5
FFFF FFFF FFFF FFFF FFFF FFFF,1487237128107333,0,920.625,-57,1.16582539879309,-21.9375
FFFF FFFF FFFF FFFF FFFF FFFF,1487237128119983,0,920.625,-57.5,1.13514578303537,-10.5625
FFFF FFFF FFFF FFFF FFFF FFFF,1487237128126526,0,920.625,-57.5,1.21491278400543,-13
FFFF FFFF FFFF FFFF FFFF FFFF,1487237128140691,0,920.625,-57,1.17809724509617,-19.5
FFFF FFFF FFFF FFFF FFFF FFFF,1487237128149257,0,920.625,-57,1.14128170618692,-5.6875
FFFF FFFF FFFF FFFF FFFF FFFF,1487237128163938,0,920.625,-57.5,1.16582539879309,-1.625
FFFF FFFF FFFF FFFF FFFF FFFF,1487237128175830,0,920.625,-57.5,1.22718463030851,-19.5
FFFF FFFF FFFF FFFF FFFF FFFF,1487237128185228,0,920.625,-57.5,1.20264093770234,-16.25
FFFF FFFF FFFF FFFF FFFF FFFF,1487237128196015,0,920.625,-57.5,1.2394564766116,-21.125
FFFF FFFF FFFF FFFF FFFF FFFF,1487237128206472,0,920.625,-58,1.20877686085389,-16.25
FFFF FFFF FFFF FFFF FFFF FFFF,1487237128220536,0,920.625,-57.5,1.17809724509617,-12.1875
FFFF FFFF FFFF FFFF FFFF FFFF,1487237128230934,0,920.625,-57,1.27013609236931,-21.125
FFFF FFFF FFFF FFFF FFFF FFFF,1487237128241187,0,920.625,-58,1.25172832291468,-39.875
FFFF FFFF FFFF FFFF FFFF FFFF,1487237128253805,0,920.625,-57.5,1.22104870715697,-21.125
FFFF FFFF FFFF FFFF FFFF FFFF,1487237128265689,0,920.625,-57.5,1.25172832291468,-30.0625
FFFF FFFF FFFF FFFF FFFF FFFF,1487237128276448,0,920.625,-57,1.1965050145508,-14.625
FFFF FFFF FFFF FFFF FFFF FFFF,1487237128287547,0,920.625,-57,1.10446616727766,10.5625
FFFF FFFF FFFF FFFF FFFF FFFF,1487237128299625,0,920.625,-57,1.15355355249,-8.9375
FFFF FFFF FFFF FFFF FFFF FFFF,1487237128307801,0,920.625,-57.5,1.22104870715697,-25.1875
FFFF FFFF FFFF FFFF FFFF FFFF,1487237128321966,0,920.625,-56.5,1.14741762933846,-8.9375
FFFF FFFF FFFF FFFF FFFF FFFF,1487237128332795,0,920.625,-57,1.17196132194463,-17.875
FFFF FFFF FFFF FFFF FFFF FFFF,1487237128345548,0,920.625,-57,1.10446616727766,-10.5625
FFFF FFFF FFFF FFFF FFFF FFFF,1487237128356507,0,920.625,-57.5,1.09219432097458,-8.9375
FFFF FFFF FFFF FFFF FFFF FFFF,1487237128366917,0,920.625,-57,1.17196132194463,-34.125
FFFF FFFF FFFF FFFF FFFF FFFF,1487237128378069,0,920.625,-57.5,1.04310693576224,-16.25
FFFF FFFF FFFF FFFF FFFF FFFF,1487237128386448,0,920.625,-57.5,1.09219432097458,-13
FFFF FFFF FFFF FFFF FFFF FFFF,1487237128399970,0,920.625,-57,1.04310693576224,-10.5625
FFFF FFFF FFFF FFFF FFFF FFFF,1487237128412461,0,920.625,-57.5,1.12900985988383,-34.125
FFFF FFFF FFFF FFFF FFFF FFFF,1487237128423154,0,920.625,-58,1.10446616727766,-16.25
FFFF FFFF FFFF FFFF FFFF FFFF,1487237128433157,0,920.625,-58,1.11673801358075,-16.25
FFFF FFFF FFFF FFFF FFFF FFFF,1487237128444342,0,920.625,-57.5,1.09219432097458,3.25
FFFF FFFF FFFF FFFF FFFF FFFF,1487237128456729,0,920.625,-58,1.1965050145508,-21.125
FFFF FFFF FFFF FFFF FFFF FFFF,1487237128468098,0,920.625,-58,1.25172832291468,-10.5625
FFFF FFFF FFFF FFFF FFFF FFFF,1487237128478516,0,920.625,-57.5,1.2824079386724,-8.9375
FFFF FFFF FFFF FFFF FFFF FFFF,1487237128488223,0,920.625,-58,1.31922347758165,1.625
FFFF FFFF FFFF FFFF FFFF FFFF,1487237128502011,0,920.625,-58,1.4419419406125,-7.3125
FFFF FFFF FFFF FFFF FFFF FFFF,1487237128509869,0,920.625,-58.5,1.44807786376405,-3.25
FFFF FFFF FFFF FFFF FFFF FFFF,1487237128521749,0,920.625,-58,1.54625263418873,-8.9375
FFFF FFFF FFFF FFFF FFFF FFFF,1487237128535325,0,920.625,-58.5,1.61374778885569,-3.25
FFFF FFFF FFFF FFFF FFFF FFFF,1487237128544673,0,920.625,-57.5,1.63215555831032,-5.6875
FFFF FFFF FFFF FFFF FFFF FFFF,1487237128558486,0,920.625,-57,1.63829148146186,-1.625
FFFF FFFF FFFF FFFF FFFF FFFF,1487237128567535,0,920.625,-57,1.61988371200724,-3.25
FFFF FFFF FFFF FFFF FFFF FFFF,1487237128582541,0,920.625,-56.5,1.5707963267949,-13
FFFF FFFF FFFF FFFF FFFF FFFF,1487237128592245,0,920.625,-56,1.54011671103718,-10.5625
FFFF FFFF FFFF FFFF FFFF FFFF,1487237128602783,0,920.625,-56,1.47875747952176,-14.625
FFFF FFFF FFFF FFFF FFFF FFFF,1487237128615116,0,920.625,-57,1.45421378691559,-30.875
FFFF FFFF FFFF FFFF FFFF FFFF,1487237128625552,0,920.625,-56.5,1.34376717018782,-7.3125
FFFF FFFF FFFF FFFF FFFF FFFF,1487237128636464,0,920.625,-56,1.30695163127857,-21.125
FFFF FFFF FFFF FFFF FFFF FFFF,1487237128646286,0,920.625,-56.5,1.2394564766116,-4.875
FFFF FFFF FFFF FFFF FFFF FFFF,1487237128658738,0,920.625,-56.5,1.22718463030851,1.625
FFFF FFFF FFFF FFFF FFFF FFFF,1487237128668382,0,920.625,-56.5,1.22718463030851,-3.25
FFFF FFFF FFFF FFFF FFFF FFFF,1487237128683325,0,920.625,-56.5,1.33763124703628,-19.5
FFFF FFFF FFFF FFFF FFFF FFFF,1487237128693314,0,920.625,-56.5,1.25786424606623,-16.25
FFFF FFFF FFFF FFFF FFFF FFFF,1487237128705755,0,920.625,-56.5,1.21491278400543,7.3125
FFFF FFFF FFFF FFFF FFFF FFFF,1487237128716411,0,920.625,-57.5,1.24559239976314,-7.3125
FFFF FFFF FFFF FFFF FFFF FFFF,1487237128725012,0,920.625,-57,1.23332055346006,-7.3125
FFFF FFFF FFFF FFFF FFFF FFFF,1487237128736022,0,920.625,-57.5,1.27013609236931,-16.25
FFFF FFFF FFFF FFFF FFFF FFFF,1487237128750632,0,920.625,-57.5,1.1965050145508,1.625
FFFF FFFF FFFF FFFF FFFF FFFF,1487237128758864,0,920.625,-57,1.15968947564154,-10.5625
FFFF FFFF FFFF FFFF FFFF FFFF,1487237128770044,0,920.625,-56.5,1.17196132194463,-23.5625
FFFF FFFF FFFF FFFF FFFF FFFF,1487237128783611,0,920.625,-56.5,1.08605839782303,0
FFFF FFFF FFFF FFFF FFFF FFFF,1487237128795527,0,920.625,-56.5,1.09833024412612,-5.6875
FFFF FFFF FFFF FFFF FFFF FFFF,1487237128803426,0,920.625,-57,1.06151470521686,0
FFFF FFFF FFFF FFFF FFFF FFFF,1487237128817219,0,920.625,-57,1.06151470521686,-5.6875
FFFF FFFF FFFF FFFF FFFF FFFF,1487237128829434,0,920.625,-57,1.05537878206532,-19.5
FFFF FFFF FFFF FFFF FFFF FFFF,1487237128839879,0,920.625,-57.5,1.03083508945915,-5.6875
FFFF FFFF FFFF FFFF FFFF FFFF,1487237128852415,0,920.625,-57.5,1.07378655151995,-5.6875
FFFF FFFF FFFF FFFF FFFF FFFF,1487237128863248,0,920.625,-57,1.07378655151995,1.625
FFFF FFFF FFFF FFFF FFFF FFFF,1487237128872746,0,920.625,-57.5,1.04924285891378,1.625
FFFF FFFF FFFF FFFF FFFF FFFF,1487237128883287,0,920.625,-57,1.12287393673229,-21.9375
FFFF FFFF FFFF FFFF FFFF FFFF,1487237128894822,0,920.625,-58,1.15355355249,-23.5625
FFFF FFFF FFFF FFFF FFFF FFFF,1487237128910010,0,920.625,-57.5,1.08605839782303,12.1875
FFFF FFFF FFFF FFFF FFFF FFFF,1487237128919316,0,920.625,-57.5,1.12287393673229,-5.6875
FFFF FFFF FFFF FFFF FFFF FFFF,1487237128928864,0,920.625,-57.5,1.14128170618692,1.625
FFFF FFFF FFFF FFFF FFFF FFFF,1487237128940123,0,920.625,-58,1.16582539879309,-12.1875
FFFF FFFF FFFF FFFF FFFF FFFF,1487237128953193,0,920.625,-57.5,1.20264093770234,-14.625
FFFF FFFF FFFF FFFF FFFF FFFF,1487237128965860,0,920.625,-59,1.18423316824771,3.25
FFFF FFFF FFFF FFFF FFFF FFFF,1487237128975240,0,920.625,-58,1.18423316824771,1.625
FFFF FFFF FFFF FFFF FFFF FFFF,1487237128984311,0,920.625,-58,1.22718463030851,-5.6875
FFFF FFFF FFFF FFFF FFFF FFFF,1487237128995603,0,920.625,-58,1.24559239976314,-5.6875
FFFF FFFF FFFF FFFF FFFF FFFF,1487237129010557,0,920.625,-58.5,1.30695163127857,-26.8125
FFFF FFFF FFFF FFFF FFFF FFFF,1487237129019548,0,920.625,-58,1.33763124703628,-19.5
FFFF FFFF FFFF FFFF FFFF FFFF,1487237129032711,0,920.625,-58.5,1.34376717018782,-21.9375
FFFF FFFF FFFF FFFF FFFF FFFF,1487237129042871,0,920.625,-58.5,1.32535940073319,-7.3125
FFFF FFFF FFFF FFFF FFFF FFFF,1487237129055478,0,920.625,-58,1.36831086279399,-13
FFFF FFFF FFFF FFFF FFFF FFFF,1487237129066483,0,920.625,-58.5,1.34376717018782,-8.9375
FFFF FFFF FFFF FFFF FFFF FFFF,1487237129075987,0,920.625,-58,1.42353417115788,-23.5625
FFFF FFFF FFFF FFFF FFFF FFFF,1487237129086297,0,920.625,-58.5,1.29467978497548,5.6875
FFFF FFFF FFFF FFFF FFFF FFFF,1487237129099816,0,920.625,-57.5,1.38671863224862,-5.6875
FFFF FFFF FFFF FFFF FFFF FFFF,1487237129109436,0,920.625,-58.5,1.32535940073319,10.5625
FFFF FFFF FFFF FFFF FFFF FFFF,1487237129124583,0,920.625,-58,1.40512640170325,4.875
FFFF FFFF FFFF FFFF FFFF FFFF,1487237129134535,0,920.625,-59,1.47262155637022,-10.5625
FFFF FFFF FFFF FFFF FFFF FFFF,1487237129145331,0,920.625,-58,1.46034971006713,-13
FFFF FFFF FFFF FFFF FFFF FFFF,1487237129158141,0,920.625,-59,1.38671863224862,14.625
FFFF FFFF FFFF FFFF FFFF FFFF,1487237129168930,0,920.625,-58,1.46648563321867,-21.9375
FFFF FFFF FFFF FFFF FFFF FFFF,1487237129181938,0,920.625,-57.5,1.47262155637022,-12.1875
FFFF FFFF FFFF FFFF FFFF FFFF,1487237129191185,0,920.625,-58,1.38058270909708,14.625
FFFF FFFF FFFF FFFF FFFF FFFF,1487237129204432,0,920.625,-57.5,1.49102932582484,-13
FFFF FFFF FFFF FFFF FFFF FFFF,1487237129213479,0,920.625,-58.5,1.47262155637022,-10.5625
FFFF FFFF FFFF FFFF FFFF FFFF,1487237129227660,0,920.625,-57.5,1.52170894158256,-16.25
FFFF FFFF FFFF FFFF FFFF FFFF,1487237129237611,0,920.625,-57.5,1.51557301843101,-10.5625
FFFF FFFF FFFF FFFF FFFF FFFF,1487237129250364,0,920.625,-58,1.52170894158256,-21.125
FFFF FFFF FFFF FFFF FFFF FFFF,1487237129261934,0,920.625,-57.5,1.44807786376405,21.9375
FFFF FFFF FFFF FFFF FFFF FFFF,1487237129272797,0,920.625,-57.5,1.52170894158256,-21.9375
FFFF FFFF FFFF FFFF FFFF FFFF,1487237129282982,0,920.625,-57.5,1.54625263418873,-17.875
FFFF FFFF FFFF FFFF FFFF FFFF,1487237129291594,0,920.625,-57.5,1.62601963515878,-41.5
FFFF FFFF FFFF FFFF FFFF FFFF,1487237129304159,0,920.625,-58,1.49716524897639,0
FFFF FFFF FFFF FFFF FFFF FFFF,1487237129319209,0,920.625,-57.5,1.49716524897639,-1.625
FFFF FFFF FFFF FFFF FFFF FFFF,1487237129328995,0,920.625,-57.5,1.50943709527947,-13
FFFF FFFF FFFF FFFF FFFF FFFF,1487237129340682,0,920.625,-57.5,1.47875747952176,-8.9375
FFFF FFFF FFFF FFFF FFFF FFFF,1487237129349203,0,920.625,-57.5,1.49102932582484,-3.25
FFFF FFFF FFFF FFFF FFFF FFFF,1487237129361001,0,920.625,-57.5,1.55238855734027,-19.5
FFFF FFFF FFFF FFFF FFFF FFFF,1487237129371796,0,920.625,-57,1.52170894158256,-3.25
FFFF FFFF FFFF FFFF FFFF FFFF,1487237129382782,0,920.625,-57,1.46034971006713,4.875
FFFF FFFF FFFF FFFF FFFF FFFF,1487237129395353,0,920.625,-57.5,1.44807786376405,-13
FFFF FFFF FFFF FFFF FFFF FFFF,1487237129406745,0,920.625,-57,1.47875747952176,-10.5625
FFFF FFFF FFFF FFFF FFFF FFFF,1487237129419023,0,920.625,-57,1.46648563321867,-17.875
FFFF FFFF FFFF FFFF FFFF FFFF,1487237129431016,0,920.625,-57,1.41739824800633,3.25
FFFF FFFF FFFF FFFF FFFF FFFF,1487237129441488,0,920.625,-57,1.40512640170325,0
FFFF FFFF FFFF FFFF FFFF FFFF,1487237129452372,0,920.625,-57,1.41739824800633,-7.3125
FFFF FFFF FFFF FFFF FFFF FFFF,1487237129463738,0,920.625,-57,1.40512640170325,-16.25
FFFF FFFF FFFF FFFF FFFF FFFF,1487237129475260,0,920.625,-57,1.33149532388474,3.25
FFFF FFFF FFFF FFFF FFFF FFFF,1487237129487926,0,920.625,-56.5,1.40512640170325,-12.1875
FFFF FFFF FFFF FFFF FFFF FFFF,1487237129495730,0,920.625,-57,1.37444678594553,-4.875
FFFF FFFF FFFF FFFF FFFF FFFF,1487237129510130,0,920.625,-56.5,1.30081570812702,12.1875
FFFF FFFF FFFF FFFF FFFF FFFF,1487237129521399,0,920.625,-57,1.33149532388474,-1.625
FFFF FFFF FFFF FFFF FFFF FFFF,1487237129534037,0,920.625,-57,1.36217493964245,-23.5625
FFFF FFFF FFFF FFFF FFFF FFFF,1487237129540592,0,920.625,-57,1.2824079386724,-4.875
FFFF FFFF FFFF FFFF FFFF FFFF,1487237129555667,0,920.625,-56.5,1.25786424606623,-1.625
FFFF FFFF FFFF FFFF FFFF FFFF,1487237129565658,0,920.625,-56.5,1.26400016921777,-4.875
FFFF FFFF FFFF FFFF FFFF FFFF,1487237129578260,0,920.625,-56.5,1.25172832291468,-3.25
FFFF FFFF FFFF FFFF FFFF FFFF,1487237129589088,0,920.625,-57,1.29467978497548,-19.5
FFFF FFFF FFFF FFFF FFFF FFFF,1487237129600459,0,920.625,-56.5,1.24559239976314,-1.625
FFFF FFFF FFFF FFFF FFFF FFFF,1487237129621109,0,920.625,-56.5,0.773126317094363,4.875
FFFF FFFF FFFF FFFF FFFF FFFF,1487237129635875,0,920.625,-57,0.883572933822129,-26.8125
FFFF FFFF FFFF FFFF FFFF FFFF,1487237129647216,0,920.625,-57.5,0.840621471761331,0
FFFF FFFF FFFF FFFF FFFF FFFF,1487237129657095,0,920.625,-57,0.705631162427395,16.25
FFFF FFFF FFFF FFFF FFFF FFFF,1487237129671706,0,920.625,-57,0.779262240245906,-5.6875
FFFF FFFF FFFF FFFF FFFF FFFF,1487237129681639,0,920.625,-57.5,0.724038931882023,13
FFFF FFFF FFFF FFFF FFFF FFFF,1487237129693061,0,920.625,-57,0.766990393942821,4.875
FFFF FFFF FFFF FFFF FFFF FFFF,1487237129706831,0,920.625,-57,0.822213702306704,-7.3125
FFFF FFFF FFFF FFFF FFFF FFFF,1487237129718118,0,920.625,-57.5,0.736310778185108,3.25
FFFF FFFF FFFF FFFF FFFF FFFF,1487237129725067,0,920.625,-57.5,0.828349625458246,-16.25
FFFF FFFF FFFF FFFF FFFF FFFF,1487237129740283,0,920.625,-57,0.705631162427395,23.5625
FFFF FFFF FFFF FFFF FFFF FFFF,1487237129749853,0,920.625,-57.5,0.724038931882023,7.3125
FFFF FFFF FFFF FFFF FFFF FFFF,1487237129760320,0,920.625,-57.5,0.724038931882023,10.5625
FFFF FFFF FFFF FFFF FFFF FFFF,1487237129773816,0,920.625,-57,0.797670009700533,-8.9375
FFFF FFFF FFFF FFFF FFFF FFFF,1487237129785421,0,920.625,-57.5,0.736310778185108,3.25
FFFF FFFF FFFF FFFF FFFF FFFF,1487237129797004,0,920.625,-57,0.687223392972767,17.875
